feature_set,split,mode,method,representation,classifier_strategy,seed,input_dimensions,latent_dimensions,neural_checkpoint,probe_checkpoint,label_usage,final_training,lr_parameters,confusion_matrix,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
48D,S5_train_I_D1_val_D2_3,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\source-only\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S5_train_I_D1_val_D2_3\source-only\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[65, 4, 0], [6, 75, 0], [7, 16, 58]]",1.0,1.0,1.0,0.8571428571428571,0.8613347647164072,0.8570529476233485
48D,S5_train_I_D1_val_D2_3,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\source-only\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S5_train_I_D1_val_D2_3\source-only\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[61, 8, 0], [0, 81, 0], [0, 34, 47]]",0.9583333333333334,0.95679012345679,0.9541050484446713,0.8181818181818182,0.8214349615315798,0.8223180618401207
48D,S5_train_I_D1_val_D2_3,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\source-only\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S5_train_I_D1_val_D2_3\source-only\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[62, 7, 0], [5, 76, 0], [8, 15, 58]]",1.0,1.0,1.0,0.8484848484848485,0.8509572374306673,0.848268498795005
48D,S5_train_I_D1_val_D2_3,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\source-only\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S5_train_I_D1_val_D2_3\source-only\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[64, 5, 0], [3, 78, 0], [2, 14, 65]]",1.0,1.0,1.0,0.8961038961038961,0.8976561102164967,0.8981172283900634
48D,S5_train_I_D1_val_D2_3,semi,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S5_train_I_D1_val_D2_3\bottleneck16\mlp\source-only\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S5_train_I_D1_val_D2_3\source-only\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[63, 6, 0], [1, 80, 0], [1, 28, 52]]",1.0,1.0,1.0,0.8441558441558441,0.8475577026301663,0.8475887383978508
48D,S6_train_I_D1_2_val_D3_5,semi,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\c-dann\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[60, 3, 0], [1, 70, 0], [0, 8, 63]]",1.0,1.0,1.0,0.9414634146341464,0.9418734630002236,0.9430310248418352
48D,S6_train_I_D1_2_val_D3_5,semi,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\c-dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\c-dann\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[59, 4, 0], [0, 71, 0], [0, 5, 66]]",0.979591836734694,0.981981981981982,0.9774074074074074,0.9560975609756096,0.955361800432223,0.9570380384608376
48D,S6_train_I_D1_2_val_D3_5,semi,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\c-dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\c-dann\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[61, 2, 0], [1, 70, 0], [0, 5, 66]]",1.0,1.0,1.0,0.9609756097560976,0.9612489753334824,0.9618165318603276
48D,S6_train_I_D1_2_val_D3_5,semi,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\c-dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\c-dann\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[59, 4, 0], [0, 71, 0], [0, 19, 52]]",1.0,1.0,1.0,0.8878048780487805,0.8896341009017066,0.8911158768815706
48D,S6_train_I_D1_2_val_D3_5,semi,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\c-dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\c-dann\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[53, 10, 0], [1, 70, 0], [0, 7, 64]]",0.979591836734694,0.981981981981982,0.9774074074074074,0.9121951219512195,0.9095312616439378,0.913402334499381
48D,S6_train_I_D1_2_val_D3_5,semi,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\cdan\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[59, 4, 0], [1, 69, 1], [0, 3, 68]]",1.0,1.0,1.0,0.9560975609756096,0.955361800432223,0.9565178917095292
48D,S6_train_I_D1_2_val_D3_5,semi,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\cdan\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[57, 6, 0], [2, 69, 0], [4, 7, 60]]",1.0,1.0,1.0,0.9073170731707316,0.907221104404203,0.9075844078089252
48D,S6_train_I_D1_2_val_D3_5,semi,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\cdan\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[59, 4, 0], [2, 69, 0], [2, 11, 58]]",1.0,1.0,1.0,0.9073170731707316,0.9084134436247112,0.9086851077848828
48D,S6_train_I_D1_2_val_D3_5,semi,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\cdan\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[52, 11, 0], [3, 68, 0], [1, 6, 64]]",1.0,1.0,1.0,0.8975609756097561,0.89485058499143,0.8979641999249842
48D,S6_train_I_D1_2_val_D3_5,semi,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\cdan\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[57, 6, 0], [0, 71, 0], [0, 7, 64]]",0.9693877551020408,0.9729729729729728,0.9663076498204916,0.9365853658536586,0.93539011848871,0.9380923934687376
48D,S6_train_I_D1_2_val_D3_5,semi,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan+c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\cdan+c-dann\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[57, 6, 0], [0, 71, 0], [1, 6, 64]]",0.9693877551020408,0.9729729729729732,0.9684018264840182,0.9365853658536586,0.93539011848871,0.9374582768522162
48D,S6_train_I_D1_2_val_D3_5,semi,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan+c-dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\cdan+c-dann\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[58, 5, 0], [4, 67, 0], [3, 5, 63]]",1.0,1.0,1.0,0.9170731707317074,0.9172069453759596,0.9173179709560304
48D,S6_train_I_D1_2_val_D3_5,semi,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan+c-dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\cdan+c-dann\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[57, 6, 0], [7, 64, 0], [2, 3, 66]]",1.0,1.0,1.0,0.9121951219512195,0.9119159400849542,0.9120378229188278
48D,S6_train_I_D1_2_val_D3_5,semi,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan+c-dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\cdan+c-dann\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[57, 6, 0], [1, 70, 0], [1, 11, 59]]",1.0,1.0,1.0,0.9073170731707316,0.907221104404203,0.9093981621891976
48D,S6_train_I_D1_2_val_D3_5,semi,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan+c-dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\cdan+c-dann\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[57, 6, 0], [1, 70, 0], [0, 8, 63]]",0.979591836734694,0.981981981981982,0.9774074074074074,0.926829268292683,0.9260004471272076,0.9285576914149593
48D,S6_train_I_D1_2_val_D3_5,semi,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\dann\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[57, 6, 0], [1, 70, 0], [0, 8, 63]]",1.0,1.0,1.0,0.926829268292683,0.9260004471272076,0.9285576914149593
48D,S6_train_I_D1_2_val_D3_5,semi,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\dann\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[60, 3, 0], [1, 70, 0], [2, 7, 62]]",1.0,1.0,1.0,0.9365853658536586,0.9371786273194724,0.9372880324431389
48D,S6_train_I_D1_2_val_D3_5,semi,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\dann\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[56, 7, 0], [2, 69, 0], [2, 6, 63]]",1.0,1.0,1.0,0.9170731707317074,0.9160146061554512,0.9176094658224896
48D,S6_train_I_D1_2_val_D3_5,semi,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\dann\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[58, 5, 0], [1, 70, 0], [1, 6, 64]]",1.0,1.0,1.0,0.9365853658536586,0.935986288098964,0.9374300702071348
48D,S6_train_I_D1_2_val_D3_5,semi,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\dann\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[59, 4, 0], [0, 71, 0], [0, 7, 64]]",0.9897959183673468,0.990990990990991,0.9886310688659024,0.946341463414634,0.9459721290707206,0.947821946021882
