family,feature_set,split,method,method_family,representation,head,seeds,train_accuracy,train_accuracy_min,train_accuracy_max,train_accuracy_std,test_accuracy,test_accuracy_min,test_accuracy_max,test_accuracy_std,test_balanced_accuracy,test_balanced_accuracy_min,test_balanced_accuracy_max,test_balanced_accuracy_std,test_macro_f1,test_macro_f1_min,test_macro_f1_max,test_macro_f1_std
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,deep-coral,opensource-core,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9551219512195119,0.9414634146341464,0.9658536585365852,0.008726118936584466,0.9548997689842761,0.9412772933899696,0.9653476414039792,0.008663454234307276,0.9557901342000215,0.9423044564182498,0.966548127693124,0.008661720928460036
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,mk-mmd,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9959183673469388,0.979591836734694,1.0,0.009126808071427673,0.9551219512195122,0.951219512195122,0.9609756097560976,0.004081268422117419,0.9546613011401744,0.9506669647514716,0.9606528057232282,0.004033999960762391,0.9556306290021661,0.9516340981498812,0.961458662121499,0.004094280063284335
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,cdan,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9938775510204081,0.9693877551020408,1.0,0.013690212107141584,0.953170731707317,0.9414634146341464,0.9658536585365852,0.01174789715004122,0.9530218347119757,0.9412772933899696,0.9665399806244878,0.012481756196996534,0.9536679207565522,0.9420054200542004,0.966967563837129,0.011771149814113781
classical-ml,54D,S7_train_I_D1_3_val_D4_5,logistic-regression,classical-ml,raw,logistic-regression,-1,0.9693877551020408,0.9693877551020408,0.9693877551020408,,0.9707317073170731,0.9707317073170731,0.9707317073170731,,0.9712348163052388,0.9712348163052388,0.9712348163052388,,0.971348528823216,0.971348528823216,0.971348528823216,
classical-ml,54D,S7_train_I_D1_3_val_D4_5,mlp,classical-ml,raw,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9453658536585365,0.926829268292683,0.9560975609756096,0.011123662683893976,0.9436023548699606,0.9242119382964454,0.9541694612117148,0.011535439059054634,0.9451734546275314,0.926524803469775,0.9557353127775664,0.011122357428758911
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,source-only,opensource-core,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9717073170731707,0.9658536585365852,0.975609756097561,0.004081268422117486,0.972173783441389,0.9665399806244878,0.97592965198599,0.003927981345230379,0.9725886986654168,0.9669674957231216,0.9763336291038156,0.00391768017241872
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,dann,opensource-core,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9619512195121951,0.951219512195122,0.9804878048780488,0.011123662683894022,0.9613533050152767,0.9500707951412176,0.9806244876667412,0.011651741925972289,0.9624857787977484,0.951560225330717,0.9809818754925138,0.011142003273218069
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,deep-coral,opensource-core,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.968780487804878,0.9560975609756096,0.975609756097561,0.008162536844234944,0.9685222445785826,0.9559579700424772,0.97592965198599,0.008153450418691794,0.9692046772223879,0.9564114188101572,0.9763336291038156,0.00820010590734216
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,mk-mmd,opensource-core,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9590243902439024,0.951219512195122,0.9658536585365852,0.005561831341946981,0.9582979357627245,0.9500707951412176,0.9653476414039792,0.005679913860488042,0.9594709558385104,0.951378063142476,0.966548127693124,0.005608169621439889
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,cdan,opensource-core,bottleneck16,linear,"0,1,2,3,4",0.9938775510204081,0.9693877551020408,1.0,0.013690212107141584,0.9560975609756097,0.9365853658536586,0.9658536585365852,0.012436632959982326,0.9554810343542737,0.9365824577092182,0.9659438110142337,0.012275725281635447,0.9566568239471213,0.9378894453807222,0.966321036364832,0.011936930606816828
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,source-only,opensource-core,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9560975609756095,0.946341463414634,0.9658536585365852,0.006898602743283397,0.9563156718086298,0.9453759594604664,0.9659438110142337,0.0073126527460453845,0.956937717240973,0.9475548713516628,0.9667982505350532,0.006814759767658812
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,dann,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9897959183673469,0.9591836734693876,1.0,0.01767398783233555,0.9541463414634148,0.9414634146341464,0.9707317073170731,0.010687269414734905,0.9532453983158208,0.9382964453386988,0.9700424770847306,0.011440594233724111,0.954495676189091,0.941190703780632,0.9710790899806404,0.010852226106664337
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,deep-coral,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9938775510204081,0.979591836734694,1.0,0.009126808071427692,0.9668292682926829,0.951219512195122,0.9804878048780488,0.011123662683893986,0.9667635442283329,0.9500707951412176,0.9806244876667412,0.01170576031423575,0.967113091321292,0.9510978375089874,0.9806181983805402,0.011283004118683493
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,mk-mmd,opensource-core,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9570731707317073,0.9414634146341464,0.9804878048780488,0.01519259658770483,0.9567777032565765,0.9412772933899696,0.9806244876667412,0.015351819649139115,0.9573581401123044,0.942018949861824,0.9806878306878308,0.015046774341869188
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,cdan,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9897959183673469,0.9693877551020408,1.0,0.01443075063646015,0.9482926829268292,0.9219512195121952,0.9707317073170731,0.023292363680611328,0.9478500633430211,0.9219017810567106,0.971830985915493,0.023873457398303852,0.9487844505902118,0.9234744498454642,0.970969310368934,0.022776220686678818
classical-ml,48D,S1_train_I_test_all,logistic-regression,classical-ml,raw,logistic-regression,-1,0.9333333333333332,0.9333333333333332,0.9333333333333332,,0.706959706959707,0.706959706959707,0.706959706959707,,0.7067901234567903,0.7067901234567903,0.7067901234567903,,0.7149530651174386,0.7149530651174386,0.7149530651174386,
classical-ml,48D,S1_train_I_test_all,mlp,classical-ml,raw,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.6981684981684981,0.6776556776556777,0.7289377289377289,0.02081798130165979,0.6957561728395061,0.6751543209876543,0.7263374485596708,0.019704567093738457,0.7003642180023112,0.6799729628997921,0.733559688426708,0.02156208830337339
domain-adaptation,48D,S1_train_I_test_all,source-only,opensource-core,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.6505494505494506,0.6117216117216118,0.7435897435897436,0.05684150839932841,0.6475308641975308,0.606224279835391,0.7389403292181069,0.056086134851860155,0.651842576526643,0.6143984220907298,0.7423189936402372,0.05510879290036696
domain-adaptation,48D,S1_train_I_test_all,dann,opensource-core,bottleneck16,linear,"0,1,2,3,4",0.9866666666666667,0.9666666666666668,1.0,0.018257418583505474,0.6813186813186813,0.5311355311355311,0.7948717948717948,0.10431524443881422,0.6723251028806584,0.524048353909465,0.7811213991769548,0.09993401076787747,0.6727643277099842,0.5312859443294226,0.7786263444158181,0.0952491916965434
domain-adaptation,48D,S1_train_I_test_all,deep-coral,opensource-core,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7472527472527473,0.673992673992674,0.7985347985347986,0.04740724947086001,0.7409979423868313,0.6697530864197531,0.7929526748971193,0.04636367339379664,0.74402701566722,0.6756189054877894,0.7969788860668565,0.046543958234095205
domain-adaptation,48D,S1_train_I_test_all,mk-mmd,opensource-core,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7714285714285715,0.7472527472527473,0.8205128205128205,0.028795961915067458,0.7610853909465021,0.7398405349794238,0.8112139917695473,0.02888261113100271,0.76424975817744,0.7444852129728045,0.8150550887554932,0.029035728831576943
domain-adaptation,48D,S1_train_I_test_all,cdan,opensource-core,bottleneck16,linear,"0,1,2,3,4",0.9933333333333334,0.9666666666666668,1.0,0.014907119849998545,0.7435897435897436,0.6959706959706959,0.8131868131868132,0.045604027831460565,0.7310956790123456,0.6796553497942387,0.8036265432098766,0.04687319179168623,0.7316690871642005,0.6768823838997831,0.8085551334137803,0.04861009043517191
domain-adaptation,48D,S1_train_I_test_all,source-only,opensource-core,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.6586080586080587,0.5897435897435898,0.7545787545787546,0.06805699142853387,0.6556841563786009,0.5892489711934156,0.7532150205761318,0.06925692226473788,0.6564080166348315,0.579467196328278,0.7589573329153545,0.07167908470592008
domain-adaptation,48D,S1_train_I_test_all,dann,opensource-core,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7699633699633699,0.7582417582417582,0.7912087912087912,0.013558062654448167,0.7627829218106996,0.7425411522633745,0.7834362139917695,0.016533485179940015,0.7642233655422022,0.7384608766722588,0.784140834290088,0.018265730505544978
domain-adaptation,48D,S1_train_I_test_all,deep-coral,opensource-core,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.701098901098901,0.6190476190476191,0.7582417582417582,0.05498167277980598,0.6966049382716049,0.6157407407407408,0.7451131687242798,0.05313730919983428,0.7008760151310434,0.622839392377936,0.7488163177818351,0.05169424381714355
domain-adaptation,48D,S1_train_I_test_all,mk-mmd,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9933333333333334,0.9666666666666668,1.0,0.014907119849998545,0.7304029304029304,0.6410256410256411,0.7728937728937729,0.05368518962801832,0.7193672839506172,0.6327160493827161,0.7680041152263374,0.05413074300496817,0.7196751331985738,0.6386530992127143,0.7707796104380544,0.05356639198662364
domain-adaptation,48D,S1_train_I_test_all,cdan,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9866666666666667,0.9333333333333332,1.0,0.02981423969999724,0.7106227106227105,0.5641025641025641,0.8241758241758241,0.09363972916603819,0.7006172839506174,0.549511316872428,0.8224022633744856,0.09786125500937898,0.7043098496078157,0.5581089141442762,0.824388978350331,0.09515887622267369
classical-ml,48D,S2_train_I_internal_val_test_all,logistic-regression,classical-ml,raw,logistic-regression,-1,0.8,0.8,0.8,,0.608058608058608,0.608058608058608,0.608058608058608,,0.6078960905349794,0.6078960905349794,0.6078960905349794,,0.6105555010839843,0.6105555010839843,0.6105555010839843,
classical-ml,48D,S2_train_I_internal_val_test_all,mlp,classical-ml,raw,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.6981684981684981,0.6776556776556777,0.7289377289377289,0.02081798130165979,0.6957561728395061,0.6751543209876543,0.7263374485596708,0.019704567093738457,0.7003642180023112,0.6799729628997921,0.733559688426708,0.02156208830337339
domain-adaptation,48D,S2_train_I_internal_val_test_all,source-only,opensource-core,bottleneck16,linear,"0,1,2,3,4",0.9200000000000002,0.8333333333333334,1.0,0.07673909622147557,0.6278388278388279,0.5641025641025641,0.684981684981685,0.05261226112606523,0.6290895061728394,0.5655864197530863,0.6878858024691358,0.055805526640929824,0.6279917481560873,0.5713646256868699,0.6895241837770573,0.05473781724510814
domain-adaptation,48D,S2_train_I_internal_val_test_all,dann,opensource-core,bottleneck16,linear,"0,1,2,3,4",0.9600000000000002,0.8333333333333334,1.0,0.07226494462892932,0.7377289377289377,0.652014652014652,0.7912087912087912,0.0535600783192212,0.7299125514403292,0.6502057613168724,0.7840792181069959,0.05049473283441085,0.7342379454021316,0.6575188636587311,0.7933402346445825,0.050151953669503244
domain-adaptation,48D,S2_train_I_internal_val_test_all,deep-coral,opensource-core,bottleneck16,linear,"0,1,2,3,4",0.8600000000000001,0.5666666666666667,1.0,0.1906130460732773,0.6534798534798535,0.5018315018315018,0.7545787545787546,0.09986640568423394,0.6458076131687243,0.4956275720164609,0.7429269547325102,0.0953406814330721,0.639691727921554,0.4741631101207337,0.7466924807475989,0.10485729315385815
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd,opensource-core,bottleneck16,linear,"0,1,2,3,4",0.8400000000000001,0.5666666666666667,1.0,0.17857460314638499,0.6476190476190476,0.5054945054945055,0.7142857142857143,0.08269793587019181,0.6443672839506173,0.5003858024691358,0.7034465020576133,0.08218395553807303,0.6425909589292711,0.4767635581408007,0.712016998146518,0.09475401656512883
domain-adaptation,48D,S2_train_I_internal_val_test_all,cdan,opensource-core,bottleneck16,linear,"0,1,2,3,4",0.8600000000000001,0.5666666666666667,1.0,0.1816590212458495,0.6344322344322345,0.5128205128205128,0.7142857142857143,0.08910214057852357,0.627366255144033,0.5066872427983539,0.7098765432098766,0.0920536063783024,0.6215327544694533,0.4853664853664853,0.7185543088898639,0.10549194063043695
domain-adaptation,48D,S2_train_I_internal_val_test_all,source-only,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9133333333333333,0.8,1.0,0.0869226987360353,0.6432234432234432,0.5787545787545788,0.7142857142857143,0.05881374164520527,0.6426440329218107,0.5595421810699589,0.7060185185185186,0.062007831057413594,0.6324594535520214,0.5438389083087461,0.7114613360465892,0.06606353570333197
domain-adaptation,48D,S2_train_I_internal_val_test_all,dann,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9666666666666668,0.9,1.0,0.0408248290463863,0.6989010989010989,0.6263736263736264,0.7619047619047619,0.051634061359241507,0.6898919753086419,0.6104681069958847,0.7588734567901234,0.05727615597171809,0.6900768127607703,0.6074788263762855,0.7631048635489037,0.061198284599779385
domain-adaptation,48D,S2_train_I_internal_val_test_all,deep-coral,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9666666666666668,0.8666666666666667,1.0,0.05773502691896256,0.6871794871794872,0.6446886446886447,0.7326007326007326,0.040508912237213895,0.6822530864197531,0.6329732510288065,0.722093621399177,0.039368280749812946,0.681674360914519,0.6313313472126736,0.7249784837293416,0.04422326978307709
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9066666666666666,0.7666666666666667,1.0,0.10110500592068736,0.6857142857142857,0.6190476190476191,0.7582417582417582,0.0593135197740257,0.68369341563786,0.6203703703703703,0.7444701646090534,0.05593534154771025,0.678493616020999,0.6112389402711983,0.7471912906356137,0.06005514092843392
domain-adaptation,48D,S2_train_I_internal_val_test_all,cdan,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9800000000000001,0.9666666666666668,1.0,0.018257418583505474,0.7098901098901098,0.5238095238095238,0.7912087912087912,0.10802445601739692,0.7032664609053498,0.5113168724279835,0.7834362139917695,0.11246451157142583,0.7064233510890683,0.5240081473965726,0.7883745149216889,0.10777121819320541
classical-ml,48D,S3_train_I_internal_20_10_test_all,logistic-regression,classical-ml,raw,logistic-regression,-1,0.8,0.8,0.8,,0.608058608058608,0.608058608058608,0.608058608058608,,0.6078960905349794,0.6078960905349794,0.6078960905349794,,0.6105555010839843,0.6105555010839843,0.6105555010839843,
classical-ml,48D,S3_train_I_internal_20_10_test_all,mlp,classical-ml,raw,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.6981684981684981,0.6776556776556777,0.7289377289377289,0.02081798130165979,0.6957561728395061,0.6751543209876543,0.7263374485596708,0.019704567093738457,0.7003642180023112,0.6799729628997921,0.733559688426708,0.02156208830337339
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,source-only,opensource-core,bottleneck16,linear,"0,1,2,3,4",0.9533333333333334,0.7666666666666667,1.0,0.10434983894999016,0.5912087912087911,0.5311355311355311,0.663003663003663,0.05171196041488879,0.5941100823045268,0.5336934156378601,0.6683384773662552,0.05399101516394184,0.5940458888505287,0.5321244720599866,0.6641152302220189,0.052420791560261165
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,dann,opensource-core,bottleneck16,linear,"0,1,2,3,4",0.9933333333333334,0.9666666666666668,1.0,0.014907119849998545,0.6505494505494506,0.5238095238095238,0.7289377289377289,0.08148022103091153,0.6420010288065844,0.5081018518518519,0.7199074074074074,0.08510087925350054,0.6425939636361176,0.5040121389166492,0.7225276641552295,0.08819456417564128
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,deep-coral,opensource-core,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.6783882783882784,0.5457875457875457,0.7289377289377289,0.07579851275996996,0.6728909465020576,0.5321502057613169,0.7256944444444443,0.08026337856701111,0.6723005196446463,0.5260017120431218,0.7258635578583764,0.08332577588727016
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd,opensource-core,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7421245421245422,0.6776556776556777,0.8241758241758241,0.055648729713796134,0.7353652263374485,0.6712962962962963,0.821116255144033,0.05709488410416999,0.7410158251098338,0.6776343375304168,0.8242554168327786,0.055657976351625275
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,cdan,opensource-core,bottleneck16,linear,"0,1,2,3,4",0.9933333333333334,0.9666666666666668,1.0,0.014907119849998545,0.6923076923076923,0.5934065934065934,0.7655677655677655,0.06275399889747917,0.6849279835390947,0.5895061728395062,0.757201646090535,0.06148430768645222,0.6885551754992776,0.5930642316184485,0.7619597430692471,0.06186200270803477
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,source-only,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9866666666666667,0.9333333333333332,1.0,0.02981423969999724,0.608058608058608,0.4798534798534798,0.7326007326007326,0.10021512102787146,0.6057098765432098,0.4696502057613169,0.737525720164609,0.10277221490144002,0.6070537312898495,0.4655243496392557,0.7370412296080722,0.10463424975131651
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,dann,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9866666666666667,0.9666666666666668,1.0,0.018257418583505474,0.6695970695970697,0.5970695970695971,0.7252747252747253,0.052407841660012944,0.6626286008230452,0.5743312757201646,0.7177211934156379,0.058165158534177176,0.6564546586539282,0.5520406672466103,0.719147059836715,0.06858254894181792
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,deep-coral,opensource-core,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.723076923076923,0.6703296703296703,0.7838827838827839,0.05013098542746677,0.7155092592592591,0.6656378600823046,0.7829218106995884,0.05117459655520682,0.7155327847664942,0.6653999363506009,0.7813540048643217,0.051820775488453805
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd,opensource-core,bottleneck16,mlp,"0,1,2,3,4",0.9733333333333334,0.9333333333333332,1.0,0.027888667551135875,0.712087912087912,0.5641025641025641,0.7985347985347986,0.09232658682139584,0.7044495884773662,0.5578703703703703,0.7852366255144032,0.09297298762229927,0.7011535414485193,0.549094541149676,0.789443613621641,0.09680613286363232
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,cdan,opensource-core,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7047619047619047,0.5787545787545788,0.7985347985347986,0.08143904236500212,0.7025205761316873,0.582690329218107,0.794238683127572,0.07815409647168592,0.7076109064034826,0.5890806185399234,0.7982092913443027,0.07725601844762249
classical-ml,48D,S4_train_I_val_D1_2,logistic-regression,classical-ml,raw,logistic-regression,-1,1.0,1.0,1.0,,0.8775510204081632,0.8775510204081632,0.8775510204081632,,0.8775087607518318,0.8775087607518318,0.8775087607518318,,0.8820899597297114,0.8820899597297114,0.8820899597297114,
classical-ml,48D,S4_train_I_val_D1_2,mlp,classical-ml,raw,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8334693877551022,0.8,0.8530612244897959,0.020691905070427046,0.8327492832112137,0.8011043856854624,0.8521822236381013,0.01962073230936197,0.8368390650712214,0.8024000458541111,0.8555107311378887,0.02091091412158005
domain-adaptation,48D,S4_train_I_val_D1_2,source-only,opensource-core,bottleneck16,linear,"0,1,2,3,4",0.9965517241379309,0.9827586206896552,1.0,0.007710579232757861,0.8130612244897959,0.7306122448979592,0.8816326530612245,0.05606861982528971,0.8150260167781671,0.7386641180843156,0.8813847297440799,0.05334636482592172,0.8082389571267774,0.7047276288018106,0.8832553330049927,0.06639256130308303
